user,game,purchase,play_time
53875128,Sleeping Dogs,1.0,11.5
53875128,Watch_Dogs,1.0,11.2
53875128,Saints Row IV,1.0,11.1
53875128,DayZ,1.0,11.0
53875128,Half-Life 2,1.0,10.2
53875128,Reassembly,1.0,10.1
53875128,Sid Meier's Civilization III Complete,1.0,9.8
53875128,The Talos Principle,1.0,9.8
53875128,DiRT 3,1.0,9.7
53875128,FTL Faster Than Light,1.0,9.7
53875128,Bastion,1.0,9.6
53875128,Age of Empires II HD Edition,1.0,9.0
53875128,Batman Arkham Asylum GOTY Edition,1.0,8.9
53875128,Gunpoint,1.0,8.6
53875128,Rebuild 3 Gangs of Deadsville,1.0,8.4
53875128,Recettear An Item Shop's Tale,1.0,8.3
53875128,Metro 2033,1.0,7.8
53875128,Monaco,1.0,7.6
53875128,Fallout New Vegas,1.0,7.5
53875128,Overgrowth,1.0,7.3
53875128,Assassin's Creed III,1.0,7.2
53875128,Ori and the Blind Forest,1.0,7.0
53875128,Far Cry 3 Blood Dragon,1.0,6.7
53875128,Burnout Paradise The Ultimate Box,1.0,6.6
53875128,PROTOTYPE 2,1.0,6.4
53875128,Game Dev Tycoon,1.0,6.4
53875128,Sniper Elite 3,1.0,6.2
53875128,Gratuitous Space Battles,1.0,6.0
53875128,Sid Meier's Civilization V,1.0,5.9
53875128,Rogue Legacy,1.0,5.7
53875128,Plague Inc Evolved,1.0,5.6
53875128,From Dust,1.0,5.6
53875128,Next Car Game Wreckfest,1.0,5.5
53875128,Rivals of Aether,1.0,5.5
53875128,Half-Life 2 Episode Two,1.0,5.5
53875128,Rise of Nations Extended Edition,1.0,5.2
53875128,Nidhogg,1.0,4.9
53875128,Spec Ops The Line,1.0,4.4
53875128,Dishonored,1.0,4.3
53875128,Half-Life 2 Episode One,1.0,4.2
53875128,Wolfenstein The New Order,1.0,4.0
53875128,Distance,1.0,4.0
53875128,Epic Battle Fantasy 4,1.0,4.0
53875128,Metro Last Light,1.0,3.7
53875128,Miasmata,1.0,3.4
53875128,Dead Space,1.0,3.3
53875128,Hotline Miami,1.0,3.2
53875128,NOT A HERO,1.0,3.0
53875128,Receiver,1.0,2.9
53875128,Crypt of the NecroDancer,1.0,2.8
53875128,Portal,1.0,2.8
53875128,F.E.A.R. 2 Project Origin,1.0,2.8
53875128,NaissanceE,1.0,2.7
53875128,SteamWorld Dig,1.0,2.6
53875128,Kairo,1.0,2.5
53875128,SNOW,1.0,2.5
53875128,The Binding of Isaac,1.0,2.4
53875128,LEGO The Lord of the Rings,1.0,2.2
53875128,METAL GEAR RISING REVENGEANCE,1.0,2.2
53875128,Starpoint Gemini 2,1.0,2.0
53875128,The Vanishing of Ethan Carter,1.0,1.9
53875128,Goat Simulator,1.0,1.9
53875128,Mass Effect,1.0,1.9
53875128,Arma 2 Operation Arrowhead,1.0,1.8
53875128,METAL GEAR SOLID V GROUND ZEROES,1.0,1.8
53875128,Banished,1.0,1.8
53875128,DiRT Showdown,1.0,1.7
53875128,Left 4 Dead,1.0,1.7
53875128,Sonic Adventure 2 ,1.0,1.6
53875128,Grand Theft Auto IV,1.0,1.5
53875128,Battlestations Midway,1.0,1.4
53875128,HOARD,1.0,1.4
53875128,Sunless Sea,1.0,1.3
53875128,Mark of the Ninja,1.0,1.3
53875128,L.A. Noire,1.0,1.3
53875128,Creeper World 3 Arc Eternal,1.0,1.1
53875128,Turbo Dismount,1.0,1.1
53875128,Floating Point,1.0,1.1
53875128,Grow Home,1.0,1.1
53875128,LUFTRAUSERS,1.0,1.0
53875128,Arma 2,1.0,1.0
53875128,No Time To Explain Remastered,1.0,0.9
53875128,FEZ,1.0,0.9
53875128,Delver,1.0,0.9
53875128,The Legend of Heroes Trails in the Sky,1.0,0.9
53875128,Evoland,1.0,0.9
53875128,Bleed,1.0,0.8
53875128,Borderlands 2,1.0,0.8
53875128,Race The Sun,1.0,0.8
53875128,Shadowgrounds,1.0,0.8
53875128,They Bleed Pixels,1.0,0.8
53875128,BioShock,1.0,0.8
53875128,Trine,1.0,0.8
53875128,"Sir, You Are Being Hunted",1.0,0.8
53875128,Next Car Game Sneak Peek 2.0,1.0,0.7
53875128,Symphony,1.0,0.7
53875128,DLC Quest,1.0,0.7
53875128,Far Cry 2,1.0,0.7
53875128,The Stanley Parable,1.0,0.6
53875128,Freedom Planet,1.0,0.6
53875128,KHOLAT,1.0,0.6
53875128,Osmos,1.0,0.6
53875128,Secrets of Rtikon,1.0,0.6
53875128,Oil Rush,1.0,0.6
53875128,Unepic,1.0,0.6
53875128,FINAL FANTASY VII,1.0,0.6
53875128,The Legend of Korra,1.0,0.5
53875128,404Sight,1.0,0.5
53875128,Dark Souls Prepare to Die Edition,1.0,0.5
53875128,Gravity Ghost,1.0,0.5
53875128,Psychonauts,1.0,0.5
53875128,Rock of Ages,1.0,0.5
53875128,Spore,1.0,0.5
53875128,Half-Life 2 Lost Coast,1.0,0.5
53875128,Galcon Legends,1.0,0.5
53875128,Air Brawl,1.0,0.5
53875128,Cat Goes Fishing,1.0,0.5
53875128,One Finger Death Punch,1.0,0.5
53875128,Mind Path to Thalamus Enhanced Edition,1.0,0.4
53875128,INK,1.0,0.4
53875128,Intrusion 2,1.0,0.4
53875128,Amnesia The Dark Descent,1.0,0.4
53875128,Fieldrunners,1.0,0.4
53875128,Out There Somewhere,1.0,0.4
53875128,KAMI,1.0,0.4
53875128,Lone Survivor The Director's Cut,1.0,0.4
53875128,NightSky,1.0,0.4
53875128,Frozen Synapse,1.0,0.4
53875128,Hammerfight,1.0,0.4
53875128,Spintires,1.0,0.4
53875128,Ziggurat,1.0,0.4
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.0,0.4
53875128,Dead Island,1.0,0.3
53875128,Superbrothers Sword & Sworcery EP,1.0,0.3
53875128,GRID 2,1.0,0.3
53875128,Sonic & All-Stars Racing Transformed,1.0,0.3
53875128,Call of Juarez Gunslinger,1.0,0.3
53875128,Crysis 2 Maximum Edition,1.0,0.3
53875128,Strike Vector,1.0,0.3
53875128,Prison Architect,1.0,0.3
53875128,Lego Harry Potter,1.0,0.3
53875128,Outlast,1.0,0.3
53875128,Super Hexagon,1.0,0.2
53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,1.0,0.2
53875128,Valkyria Chronicles,1.0,0.2
53875128,Shatter,1.0,0.2
53875128,Proteus,1.0,0.2
53875128,Jamestown,1.0,0.2
53875128,Spelunky,1.0,0.2
53875128,Astebreed,1.0,0.2
53875128,STAR WARS Knights of the Old Republic II The Sith Lords,1.0,0.2
53875128,Phantom Breaker Battle Grounds,1.0,0.2
53875128,Tom Clancy's Splinter Cell Chaos Theory,1.0,0.2
53875128,The Witcher Enhanced Edition,1.0,0.2
53875128,Risk of Rain,1.0,0.2
53875128,Survarium,1.0,0.2
53875128,Afterlife Empire,1.0,0.2
53875128,BattleBlock Theater,1.0,0.2
53875128,Need for Speed Hot Pursuit,1.0,0.2
53875128,BIT.TRIP RUNNER,1.0,0.1
53875128,Coin Crypt,1.0,0.1
53875128,Skullgirls,1.0,0.1
53875128,The Crew,1.0,0.1
53875128,Metro Last Light Redux,1.0,0.1
53875128,Crimzon Clover  WORLD IGNITION,1.0,0.1
53875128,Sonic Generations,1.0,0.1
53875128,Ethan Meteor Hunter,1.0,0.1
53875128,Reus,1.0,0.1
140954425,Team Fortress 2,1.0,13.0
26122540,Call of Duty Modern Warfare 2 - Multiplayer,1.0,92.0
26122540,Call of Duty Modern Warfare 2,1.0,47.0
26122540,Call of Duty Black Ops - Multiplayer,1.0,22.0
26122540,Counter-Strike Source,1.0,10.3
26122540,Dungeon Defenders,1.0,6.8
26122540,Call of Duty Black Ops,1.0,3.1
26122540,Day of Defeat Source,1.0,1.1
176410694,Dota 2,1.0,9.1
197278511,Dota 2,1.0,0.5
150128162,Team Fortress 2,1.0,42.0
197455089,Dota 2,1.0,3.4
63024728,Empire Total War,1.0,42.0
297811211,ARK Survival Evolved,1.0,29.0
297811211,Team Fortress 2,1.0,10.1
297811211,Unturned,1.0,5.6
76933274,Alien Swarm,1.0,1.0
218323237,Dota 2,1.0,14.8
218323237,Tomb Raider,1.0,8.8
218323237,TERA,1.0,0.9
302186258,Dota 2,1.0,4.2
126340495,Dota 2,1.0,1784.0
126340495,Counter-Strike Global Offensive,1.0,626.0
126340495,Counter-Strike Source,1.0,176.0
126340495,Rust,1.0,69.0
126340495,Saints Row IV,1.0,48.0
126340495,Team Fortress 2,1.0,16.1
126340495,Dead Island Riptide,1.0,13.6
126340495,Flatout 3,1.0,11.7
126340495,Garry's Mod,1.0,10.2
126340495,Counter-Strike Nexon Zombies,1.0,5.8
126340495,Outlast,1.0,4.1
126340495,Robocraft,1.0,2.3
126340495,Far Cry 3,1.0,2.2
126340495,Everlasting Summer,1.0,0.6
126340495,Dead Island Epidemic,1.0,0.6
126340495,War Thunder,1.0,0.4
126340495,DCS World,1.0,0.3
194895541,Dota 2,1.0,1.1
194895541,Tactical Intervention,1.0,0.4
170625356,Dota 2,1.0,7.4
167362888,Dota 2,1.0,135.0
208649703,Counter-Strike Global Offensive,1.0,125.0
225987202,Dota 2,1.0,3.8
195071563,Dota 2,1.0,6.2
254906420,Team Fortress 2,1.0,1.2
247160953,Dota 2,1.0,1.9
308653033,Unturned,1.0,0.6
144138643,Dota 2,1.0,5.2
97298878,Medal of Honor(TM) Multiplayer,1.0,44.0
97298878,Max Payne 2 The Fall of Max Payne,1.0,32.0
97298878,Middle-earth Shadow of Mordor,1.0,26.0
97298878,Mafia II,1.0,15.9
97298878,Nosgoth,1.0,15.8
97298878,Race The Sun,1.0,10.5
97298878,Space Pirates and Zombies,1.0,9.5
97298878,Revenge of the Titans,1.0,9.2
97298878,Team Fortress 2,1.0,9.0
97298878,Dota 2,1.0,8.6
97298878,A Virus Named TOM,1.0,8.3
97298878,Europa Universalis III,1.0,8.3
97298878,Awesomenauts,1.0,8.2
97298878,Super Puzzle Platformer Deluxe,1.0,5.9
97298878,Super Meat Boy,1.0,4.7
97298878,LIMBO,1.0,1.3
97298878,Mark of the Ninja,1.0,0.9
97298878,Burnout Paradise The Ultimate Box,1.0,0.6
97298878,Mirror's Edge,1.0,0.5
97298878,Crysis 2 Maximum Edition,1.0,0.5
97298878,Painkiller Overdose,1.0,0.4
97298878,Cogs,1.0,0.2
97298878,Crayon Physics Deluxe,1.0,0.2
97298878,Osmos,1.0,0.1
173909336,America's Army Proving Grounds,1.0,1118.0
173909336,Tom Clancy's Ghost Recon Phantoms - NA,1.0,17.2
173909336,APB Reloaded,1.0,5.9
198572546,Dota 2,1.0,12.7
219509107,Dota 2,1.0,2.1
202906503,Dota 2,1.0,10.4
92107940,The Elder Scrolls V Skyrim,1.0,110.0
92107940,7 Days to Die,1.0,99.0
92107940,Garry's Mod,1.0,40.0
92107940,Far Cry 3 Blood Dragon,1.0,30.0
92107940,ORION Prelude,1.0,10.0
92107940,Hotline Miami,1.0,8.4
92107940,Goat Simulator,1.0,1.9
92107940,Hotline Miami 2 Wrong Number,1.0,0.8
92107940,Amnesia A Machine for Pigs,1.0,0.5
251431515,Dota 2,1.0,0.9
233558010,Batman Arkham City GOTY,1.0,79.0
233558010,Deadpool,1.0,34.0
99189757,Team Fortress 2,1.0,1085.0
30695285,Counter-Strike Condition Zero,1.0,36.0
30695285,Counter-Strike,1.0,0.2
259648553,Mad Max,1.0,16.9
201069271,Dota 2,1.0,4.8
48845802,Counter-Strike,1.0,211.0
48845802,Mount & Blade Warband,1.0,78.0
48845802,Counter-Strike Condition Zero,1.0,60.0
48845802,Castle Crashers,1.0,31.0
48845802,Call of Duty Black Ops,1.0,11.3
48845802,Call of Duty Black Ops - Multiplayer,1.0,10.0
48845802,Tom Clancy's Ghost Recon Phantoms - EU,1.0,7.8
48845802,Left 4 Dead,1.0,1.1
48845802,SMITE,1.0,0.9
48845802,Ricochet,1.0,0.3
48845802,Kane & Lynch 2 Dog Days,1.0,0.2
226212066,Counter-Strike Global Offensive,1.0,94.0
226212066,Unturned,1.0,15.0
226212066,Garry's Mod,1.0,10.8
226212066,PAYDAY 2,1.0,6.7
226212066,Team Fortress 2,1.0,3.6
226212066,Infinite Crisis,1.0,2.4
226212066,AdVenture Capitalist,1.0,2.1
226212066,DiggerOnline,1.0,0.9
226212066,Survarium,1.0,0.7
226212066,Heroes & Generals,1.0,0.2
221430493,Dota 2,1.0,5.3
62923086,Counter-Strike,1.0,91.0
250006052,The Elder Scrolls V Skyrim,1.0,465.0
250006052,Project CARS,1.0,40.0
65117175,Defense Grid The Awakening,1.0,66.0
65117175,Broken Age,1.0,35.0
65117175,Cloud Chamber,1.0,22.0
65117175,Stacking,1.0,19.6
65117175,Ghostbusters The Video Game,1.0,16.3
65117175,Faerie Solitaire,1.0,14.7
65117175,Dreamfall Chapters,1.0,14.6
65117175,Portal Stories Mel,1.0,14.3
65117175,Universe Sandbox,1.0,13.3
65117175,Portal 2,1.0,11.3
65117175,Toki Tori,1.0,11.2
65117175,The Wonderful End of the World,1.0,10.5
65117175,Hacker Evolution,1.0,9.5
65117175,Portal,1.0,9.1
65117175,Thomas Was Alone,1.0,9.0
65117175,Little Inferno,1.0,8.9
65117175,BIT.TRIP RUNNER,1.0,8.6
65117175,The Stanley Parable,1.0,7.1
65117175,Costume Quest,1.0,7.1
65117175,RUSH,1.0,7.1
65117175,Return to Mysterious Island 2,1.0,5.9
65117175,World of Goo,1.0,5.9
65117175,Deus Ex Game of the Year Edition,1.0,5.6
65117175,Portal 2 - The Final Hours,1.0,5.6
65117175,AaAaAA!!! - A Reckless Disregard for Gravity,1.0,5.3
65117175,Audiosurf,1.0,5.2
65117175,Machinarium,1.0,5.1
65117175,VVVVVV,1.0,5.1
65117175,GEARCRACK Arena,1.0,4.7
65117175,Quantum Conundrum,1.0,4.3
65117175,Mission Control NanoMech,1.0,4.1
65117175,Defense Grid 2 A Matter of Endurance,1.0,4.1
65117175,Alan Wake's American Nightmare,1.0,3.7
65117175,Sam & Max 101 Culture Shock,1.0,3.7
65117175,Back to the Future Ep 2 - Get Tannen!,1.0,3.6
65117175,The Ball,1.0,3.6
65117175,Torchlight II,1.0,3.6
65117175,Back to the Future Ep 5 - OUTATIME,1.0,3.4
65117175,Amnesia The Dark Descent,1.0,3.3
65117175,Sam & Max 102 Situation Comedy,1.0,3.2
65117175,Jamestown,1.0,3.2
65117175,Oozi Earth Adventure,1.0,3.1
65117175,Back to the Future Ep 1 - It's About Time,1.0,2.9
65117175,Back to the Future Ep 4 - Double Visions,1.0,2.8
65117175,Organ Trail Director's Cut,1.0,2.7
65117175,Back to the Future Ep 3 - Citizen Brown,1.0,2.6
65117175,Fester Mudd Curse of the Gold - Episode 1,1.0,2.3
65117175,BIT.TRIP BEAT,1.0,2.2
65117175,Braid,1.0,2.2
65117175,A Virus Named TOM,1.0,2.1
65117175,FTL Faster Than Light,1.0,2.0
65117175,Atom Zombie Smasher ,1.0,2.0
65117175,Team Fortress 2,1.0,1.3
65117175,Super Meat Boy,1.0,1.2
65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),1.0,1.2
65117175,Bastion,1.0,1.1
65117175,Osmos,1.0,1.0
65117175,Cogs,1.0,1.0
65117175,Botanicula,1.0,0.9
65117175,Killing Floor,1.0,0.9
65117175,And Yet It Moves,1.0,0.8
65117175,NightSky,1.0,0.6
65117175,Ticket to Ride,1.0,0.5
65117175,Penumbra Overture,1.0,0.4
65117175,Dear Esther,1.0,0.3
65117175,Crayon Physics Deluxe,1.0,0.3
65117175,Lucid,1.0,0.2
65117175,Critical Mass,1.0,0.1
227944885,Dota 2,1.0,62.0
144004384,Dota 2,1.0,22.0
236557903,Team Fortress 2,1.0,2.0
236557903,S.K.I.L.L. - Special Force 2,1.0,0.9
236557903,BLOCKADE 3D,1.0,0.3
11373749,Team Fortress 2,1.0,762.0
11373749,Rocket League,1.0,348.0
11373749,Left 4 Dead 2,1.0,270.0
11373749,The Elder Scrolls V Skyrim,1.0,220.0
11373749,Audiosurf,1.0,113.0
11373749,Fallout 3 - Game of the Year Edition,1.0,105.0
11373749,The Elder Scrolls IV Oblivion ,1.0,99.0
11373749,Terraria,1.0,84.0
11373749,Assassin's Creed Brotherhood,1.0,62.0
11373749,Grand Theft Auto V,1.0,61.0
11373749,Saints Row 2,1.0,58.0
11373749,Grand Theft Auto Episodes from Liberty City,1.0,57.0
11373749,The Witcher Enhanced Edition,1.0,56.0
11373749,Super Meat Boy,1.0,46.0
11373749,Left 4 Dead,1.0,44.0
11373749,Saints Row The Third,1.0,44.0
11373749,Batman Arkham Origins,1.0,41.0
11373749,The Witcher 2 Assassins of Kings Enhanced Edition,1.0,39.0
11373749,The Elder Scrolls III Morrowind,1.0,38.0
11373749,Bookworm Adventures Deluxe,1.0,38.0
11373749,Star Wars Knights of the Old Republic,1.0,36.0
11373749,Watch_Dogs,1.0,32.0
11373749,Sleeping Dogs,1.0,31.0
11373749,GRID,1.0,31.0
11373749,Hidden Object Bundle 4 in 1,1.0,27.0
11373749,Darksiders,1.0,24.0
11373749,Worms Reloaded,1.0,23.0
11373749,FlatOut Ultimate Carnage,1.0,23.0
11373749,SimCity 4 Deluxe,1.0,23.0
11373749,Portal 2,1.0,22.0
11373749,Call of Duty Black Ops - Multiplayer,1.0,21.0
11373749,Rogue Legacy,1.0,21.0
11373749,Trine,1.0,21.0
11373749,Chivalry Medieval Warfare,1.0,19.9
11373749,Spelunky,1.0,19.8
11373749,Ghost Master,1.0,19.7
11373749,Peggle Deluxe,1.0,19.7
11373749,Alan Wake,1.0,19.5
11373749,Peggle Nights,1.0,19.5
11373749,Sherlock Holmes Nemesis,1.0,19.4
11373749,Puzzler World 2,1.0,19.1
11373749,Tomb Raider,1.0,18.3
11373749,Bejeweled 3,1.0,18.2
11373749,Half-Life 2,1.0,18.1
11373749,Alice Madness Returns,1.0,17.3
11373749,BioShock,1.0,17.1
11373749,The Book of Unwritten Tales,1.0,15.4
11373749,FEZ,1.0,15.0
11373749,The Movies,1.0,14.5
11373749,Guacamelee! Gold Edition,1.0,14.4
11373749,The Walking Dead,1.0,14.0
11373749,MacGuffin's Curse,1.0,13.8
11373749,The Testament of Sherlock Holmes,1.0,13.8
11373749,Bully Scholarship Edition,1.0,13.5
11373749,Indigo Prophecy,1.0,12.8
11373749,Just Cause 2,1.0,12.7
11373749,Crazy Machines 2,1.0,12.6
11373749,The Secret of Monkey Island Special Edition,1.0,12.4
11373749,Kingdoms of Amalur Reckoning,1.0,12.4
11373749,"Cook, Serve, Delicious!",1.0,11.6
11373749,Deponia The Complete Journey,1.0,11.3
11373749,Game Dev Tycoon,1.0,11.3
11373749,Prison Architect,1.0,11.2
11373749,Bastion,1.0,11.1
11373749,Call of Duty Modern Warfare 2,1.0,11.0
11373749,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,1.0,10.7
11373749,DiRT 2,1.0,10.5
11373749,Worms Clan Wars,1.0,10.4
11373749,Ghostbusters The Video Game,1.0,10.1
11373749,Monkey Island 2 Special Edition,1.0,9.8
11373749,Vessel,1.0,9.7
11373749,Dishonored,1.0,9.7
11373749,4 Elements,1.0,9.4
11373749,Cryostasis,1.0,9.3
11373749,The Ball,1.0,9.0
11373749,TrackMania Stadium,1.0,8.8
11373749,Aura Fate of the Ages,1.0,8.4
11373749,Cave Story+,1.0,7.9
11373749,Scribblenauts Unlimited,1.0,7.8
11373749,Eets,1.0,7.8
11373749,Trials 2 Second Edition,1.0,7.7
11373749,Grim Legends The Forsaken Bride,1.0,7.7
11373749,Call of Duty Modern Warfare 2 - Multiplayer,1.0,7.7
11373749,Machinarium,1.0,7.6
11373749,Call of Duty Black Ops,1.0,7.5
11373749,Nightmares from the Deep 2 The Siren`s Call,1.0,7.4
11373749,Banished,1.0,7.2
11373749,Lara Croft and the Guardian of Light,1.0,7.2
11373749,Antichamber,1.0,7.2
11373749,Goat Simulator,1.0,7.0
11373749,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,1.0,7.0
11373749,The Jackbox Party Pack,1.0,7.0
11373749,Abyss The Wraiths of Eden,1.0,6.8
11373749,Anodyne,1.0,6.7
11373749,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,1.0,6.7
11373749,Penumbra Overture,1.0,6.6
11373749,Singularity,1.0,6.6
11373749,Osmos,1.0,6.5
11373749,The Maw,1.0,6.5
11373749,Psychonauts,1.0,6.1
11373749,Poker Night at the Inventory,1.0,5.9
11373749,Penumbra Black Plague,1.0,5.7
11373749,Sinister City,1.0,5.6
11373749,Puzzle Agent,1.0,5.6
11373749,S.T.A.L.K.E.R. Shadow of Chernobyl,1.0,5.5
11373749,Counter-Strike Global Offensive,1.0,5.5
11373749,Cargo! - The quest for gravity,1.0,5.4
11373749,Rocketbirds Hardboiled Chicken,1.0,5.3
11373749,Atom Zombie Smasher ,1.0,5.3
11373749,Nightmares from the Deep The Cursed Heart,1.0,5.3
11373749,"Papers, Please",1.0,5.2
11373749,Insanely Twisted Shadow Planet,1.0,5.1
11373749,Surgeon Simulator,1.0,4.9
11373749,Cities Skylines,1.0,4.7
11373749,Alchemy Mysteries Prague Legends,1.0,4.6
11373749,Clockwork Tales Of Glass and Ink,1.0,4.5
11373749,CID The Dummy,1.0,4.4
11373749,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,1.0,4.4
11373749,Portal,1.0,4.4
11373749,Puzzle Agent 2,1.0,4.3
11373749,Torchlight II,1.0,4.2
11373749,9 Clues The Secret of Serpent Creek,1.0,4.2
11373749,The Tiny Bang Story,1.0,4.2
11373749,Braid,1.0,4.1
11373749,VVVVVV,1.0,4.0
11373749,And Yet It Moves,1.0,4.0
11373749,Broken Age,1.0,3.9
11373749,Wallace & Gromit Ep 1 Fright of the Bumblebees,1.0,3.8
11373749,Shoppe Keep,1.0,3.6
11373749,Gone Home,1.0,3.4
11373749,Windosill,1.0,3.4
11373749,Plants vs. Zombies Game of the Year,1.0,3.4
11373749,Sam & Max 105 Reality 2.0,1.0,3.3
11373749,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,1.0,3.2
11373749,ibb & obb,1.0,3.2
11373749,Botanicula,1.0,3.2
11373749,Monaco,1.0,3.1
11373749,Obulis,1.0,2.9
11373749,Nidhogg,1.0,2.9
11373749,Sam & Max 106 Bright Side of the Moon,1.0,2.8
11373749,Alien Swarm,1.0,2.7
11373749,Chime,1.0,2.7
11373749,RollerCoaster Tycoon 3 Platinum!,1.0,2.6
11373749,Sam & Max 101 Culture Shock,1.0,2.6
11373749,Sam & Max 104 Abe Lincoln Must Die!,1.0,2.5
11373749,"Ben There, Dan That!",1.0,2.5
11373749,Hector Ep 1,1.0,2.4
11373749,Resident Evil 5 / Biohazard 5,1.0,2.4
11373749,Dungeon Defenders,1.0,2.3
11373749,The Wolf Among Us,1.0,2.3
11373749,Fate of the World,1.0,2.3
11373749,State of Decay,1.0,2.3
11373749,Dota 2,1.0,2.2
11373749,Contagion,1.0,2.1
11373749,Shatter,1.0,2.0
11373749,World of Goo,1.0,2.0
11373749,Toki Tori,1.0,1.9
11373749,The Beginner's Guide,1.0,1.9
11373749,Octodad Dadliest Catch,1.0,1.8
11373749,TRAUMA,1.0,1.8
11373749,Trials Evolution Gold Edition,1.0,1.5
11373749,Half-Life,1.0,1.5
11373749,"Sam & Max 103 The Mole, the Mob and the Meatball",1.0,1.5
11373749,Penumbra Requiem,1.0,1.5
11373749,Spectraball,1.0,1.5
11373749,Plain Sight,1.0,1.4
11373749,The Cave,1.0,1.4
11373749,Crayon Physics Deluxe,1.0,1.4
11373749,Sonic & All-Stars Racing Transformed,1.0,1.4
11373749,Just Cause 2 Multiplayer Mod,1.0,1.3
11373749,Garry's Mod,1.0,1.3
11373749,Blocks That Matter,1.0,1.1
11373749,"Time Gentlemen, Please!",1.0,1.0
11373749,Trine 2,1.0,1.0
11373749,F.E.A.R. 2 Project Origin,1.0,0.9
11373749,Dark Souls Prepare to Die Edition,1.0,0.9
11373749,Blur,1.0,0.9
11373749,YOU DON'T KNOW JACK Vol. 1 XL,1.0,0.8
11373749,Unturned,1.0,0.8
11373749,Port of Call,1.0,0.8
11373749,Magicka,1.0,0.7
